"File Name"	"Category"	"Peak 1"	"Peak 2"	"Lane"	"Dye"	"Sample Info"	"Sample Comment"
"D5_PUTR_066_12_D05_07.fsa"	"NED_1_22"	192.29	192.29	7	"Y"	"NED"	"D5_PUTR-066-12_NED_1-22"
"D6_PUTR_066_20_D06_08.fsa"	"FAM_CT1_48"	246.98	246.98	8	"B"	"FAM"	"D6_PUTR-066-20_FAM_CT1-48_CT2-21"
"D6_PUTR_066_20_D06_08.fsa"	"FAM_CT2_21"	150.74	156.78	8	"B"	"FAM"	"D6_PUTR-066-20_FAM_CT1-48_CT2-21"
"D6_PUTR_066_20_D06_08.fsa"	"HEX_1_18"	191.4	191.4	8	"G"	"HEX"	"D6_PUTR-066-20_HEX_1-18"
"D6_PUTR_066_20_D06_08.fsa"	"NED_1_22"	192.32	192.32	8	"Y"	"NED"	"D6_PUTR-066-20_NED_1-22"
"D7_PUTR_067_04_D07_07.fsa"	"FAM_CT1_48"	240.9	242.8	7	"B"	"FAM"	"D7_PUTR-067-04_FAM_CT1-48_CT2-21"
"D7_PUTR_067_04_D07_07.fsa"	"FAM_CT2_21"	150.75	150.75	7	"B"	"FAM"	"D7_PUTR-067-04_FAM_CT1-48_CT2-21"
"D7_PUTR_067_04_D07_07.fsa"	"HEX_1_18"	191.38	193.24	7	"G"	"HEX"	"D7_PUTR-067-04_HEX_1-18"
"D7_PUTR_067_04_D07_07.fsa"	"NED_1_22"	192.23	194.26	7	"Y"	"NED"	"D7_PUTR-067-04_NED_1-22"
"D8_PUTR_067_12_D08_08.fsa"	"FAM_CT1_48"	248.82	248.82	8	"B"	"FAM"	"D8_PUTR-067-12_FAM_CT1-48_CT2-21"
"D8_PUTR_067_12_D08_08.fsa"	"FAM_CT2_21"	173.07	173.07	8	"B"	"FAM"	"D8_PUTR-067-12_FAM_CT1-48_CT2-21"
"D8_PUTR_067_12_D08_08.fsa"	"HEX_1_18"	171.98	171.98	8	"G"	"HEX"	"D8_PUTR-067-12_HEX_1-18"
"D8_PUTR_067_12_D08_08.fsa"	"NED_1_22"	192.3	192.3	8	"Y"	"NED"	"D8_PUTR-067-12_NED_1-22"
"D9_PUTR_067_20_D09_07.fsa"	"FAM_CT1_48"	243.19	243.19	7	"B"	"FAM"	"D9_PUTR-067-20_FAM_CT1-48_CT2-21"
"D9_PUTR_067_20_D09_07.fsa"	"FAM_CT2_21"	144.31	169.24	7	"B"	"FAM"	"D9_PUTR-067-20_FAM_CT1-48_CT2-21"
"D9_PUTR_067_20_D09_07.fsa"	"HEX_1_18"	179.59	192.27	7	"G"	"HEX"	"D9_PUTR-067-20_HEX_1-18"
"D9_PUTR_067_20_D09_07.fsa"	"NED_1_22"	196.22	210.45	7	"Y"	"NED"	"D9_PUTR-067-20_NED_1-22"
"E10_PUTR_068_05_E10_10.fsa"	"FAM_CT1_48"	241.24	241.24	10	"B"	"FAM"	"E10_PUTR-068-05_FAM_CT1-48_CT2-21"
"E10_PUTR_068_05_E10_10.fsa"	"FAM_CT2_21"	156.94	159.18	10	"B"	"FAM"	"E10_PUTR-068-05_FAM_CT1-48_CT2-21"
"E10_PUTR_068_05_E10_10.fsa"	"HEX_1_18"	194.48	194.48	10	"G"	"HEX"	"E10_PUTR-068-05_HEX_1-18"
"E10_PUTR_068_05_E10_10.fsa"	"NED_1_22"	192.29	192.29	10	"Y"	"NED"	"E10_PUTR-068-05_NED_1-22"
"E11_PUTR_068_13_E11_09.fsa"	"FAM_CT1_48"	240.74	240.74	9	"B"	"FAM"	"E11_PUTR-068-13_FAM_CT1-48_CT2-21"
"E11_PUTR_068_13_E11_09.fsa"	"FAM_CT2_21"	154.95	159.19	9	"B"	"FAM"	"E11_PUTR-068-13_FAM_CT1-48_CT2-21"
"E11_PUTR_068_13_E11_09.fsa"	"HEX_1_18"	194.22	198	9	"G"	"HEX"	"E11_PUTR-068-13_HEX_1-18"
"E11_PUTR_068_13_E11_09.fsa"	"NED_1_22"	192.29	192.29	9	"Y"	"NED"	"E11_PUTR-068-13_NED_1-22"
"E12_PUTR_077_13_E12_10.fsa"	"FAM_CT1_48"	243.3	243.3	10	"B"	"FAM"	"E12_PUTR-077-13_FAM_CT1-48_CT2-21"
"E12_PUTR_077_13_E12_10.fsa"	"FAM_CT2_21"	155.03	155.03	10	"B"	"FAM"	"E12_PUTR-077-13_FAM_CT1-48_CT2-21"
"E12_PUTR_077_13_E12_10.fsa"	"HEX_1_18"	186.46	196.59	10	"G"	"HEX"	"E12_PUTR-077-13_HEX_1-18"
"E12_PUTR_077_13_E12_10.fsa"	"NED_1_22"	204.44	210.59	10	"Y"	"NED"	"E12_PUTR-077-13_NED_1-22"
"E1_PUTR_063_05_E01_09.fsa"	"FAM_CT1_48"			9	"B"	"FAM"	"E1_PUTR-063-05_FAM_CT1-48_CT2-21"
"E1_PUTR_063_05_E01_09.fsa"	"FAM_CT2_21"			9	"B"	"FAM"	"E1_PUTR-063-05_FAM_CT1-48_CT2-21"
"E1_PUTR_063_05_E01_09.fsa"	"HEX_1_18"			9	"G"	"HEX"	"E1_PUTR-063-05_HEX_1-18"
"E1_PUTR_063_05_E01_09.fsa"	"NED_1_22"			9	"Y"	"NED"	"E1_PUTR-063-05_NED_1-22"
"E2_PUTR_063_13_E02_10.fsa"	"FAM_CT1_48"	246.75	246.75	10	"B"	"FAM"	"E2_PUTR-063-13_FAM_CT1-48_CT2-21"
"E2_PUTR_063_13_E02_10.fsa"	"FAM_CT2_21"	169.24	183.12	10	"B"	"FAM"	"E2_PUTR-063-13_FAM_CT1-48_CT2-21"
"E2_PUTR_063_13_E02_10.fsa"	"HEX_1_18"	188.59	188.59	10	"G"	"HEX"	"E2_PUTR-063-13_HEX_1-18"
"E2_PUTR_063_13_E02_10.fsa"	"NED_1_22"	192.43	192.43	10	"Y"	"NED"	"E2_PUTR-063-13_NED_1-22"
"E3_PUTR_077_01_E03_09.fsa"	"FAM_CT1_48"	242.85	248.94	9	"B"	"FAM"	"E3_PUTR-077-01_FAM_CT1-48_CT2-21"
"E3_PUTR_077_01_E03_09.fsa"	"FAM_CT2_21"	141.87	173.11	9	"B"	"FAM"	"E3_PUTR-077-01_FAM_CT1-48_CT2-21"
"E3_PUTR_077_01_E03_09.fsa"	"HEX_1_18"	175.06	175.06	9	"G"	"HEX"	"E3_PUTR-077-01_HEX_1-18"
"E3_PUTR_077_01_E03_09.fsa"	"NED_1_22"	192.29	202.43	9	"Y"	"NED"	"E3_PUTR-077-01_NED_1-22"
"E4_PUTR_066_05_E04_10.fsa"	"FAM_CT1_48"	226.9	248.97	10	"B"	"FAM"	"E4_PUTR-066-05_FAM_CT1-48_CT2-21"
"E4_PUTR_066_05_E04_10.fsa"	"FAM_CT2_21"	175.2	180.94	10	"B"	"FAM"	"E4_PUTR-066-05_FAM_CT1-48_CT2-21"
"E4_PUTR_066_05_E04_10.fsa"	"HEX_1_18"	194.01	196.19	10	"G"	"HEX"	"E4_PUTR-066-05_HEX_1-18"
"E4_PUTR_066_05_E04_10.fsa"	"NED_1_22"	192.29	192.29	10	"Y"	"NED"	"E4_PUTR-066-05_NED_1-22"
"E5_PUTR_066_13_E05_09.fsa"	"FAM_CT1_48"	243.08	247.03	9	"B"	"FAM"	"E5_PUTR-066-13_FAM_CT1-48_CT2-21"
"E5_PUTR_066_13_E05_09.fsa"	"FAM_CT2_21"	150.84	163.32	9	"B"	"FAM"	"E5_PUTR-066-13_FAM_CT1-48_CT2-21"
"E5_PUTR_066_13_E05_09.fsa"	"HEX_1_18"			9	"G"	"HEX"	"E5_PUTR-066-13_HEX_1-18"
"E5_PUTR_066_13_E05_09.fsa"	"NED_1_22"	192.29	192.29	9	"Y"	"NED"	"E5_PUTR-066-13_NED_1-22"
"E6_PUTR_077_05_E06_10.fsa"	"FAM_CT1_48"	242.87	248.94	10	"B"	"FAM"	"E6_PUTR-077-05_FAM_CT1-48_CT2-21"
"E6_PUTR_077_05_E06_10.fsa"	"FAM_CT2_21"			10	"B"	"FAM"	"E6_PUTR-077-05_FAM_CT1-48_CT2-21"
"E6_PUTR_077_05_E06_10.fsa"	"HEX_1_18"			10	"G"	"HEX"	"E6_PUTR-077-05_HEX_1-18"
"E6_PUTR_077_05_E06_10.fsa"	"NED_1_22"	192.29	192.29	10	"Y"	"NED"	"E6_PUTR-077-05_NED_1-22"
"E7_PUTR_067_05_E07_09.fsa"	"FAM_CT1_48"	242.88	244.86	9	"B"	"FAM"	"E7_PUTR-067-05_FAM_CT1-48_CT2-21"
"E7_PUTR_067_05_E07_09.fsa"	"FAM_CT2_21"	150.83	173.07	9	"B"	"FAM"	"E7_PUTR-067-05_FAM_CT1-48_CT2-21"
"E7_PUTR_067_05_E07_09.fsa"	"HEX_1_18"	178.31	179.56	9	"G"	"HEX"	"E7_PUTR-067-05_HEX_1-18"
"E7_PUTR_067_05_E07_09.fsa"	"NED_1_22"	192.18	202.36	9	"Y"	"NED"	"E7_PUTR-067-05_NED_1-22"
"E8_PUTR_067_13_E08_10.fsa"	"FAM_CT1_48"	242.9	246.89	10	"B"	"FAM"	"E8_PUTR-067-13_FAM_CT1-48_CT2-21"
"E8_PUTR_067_13_E08_10.fsa"	"FAM_CT2_21"	142.08	158.93	10	"B"	"FAM"	"E8_PUTR-067-13_FAM_CT1-48_CT2-21"
"E8_PUTR_067_13_E08_10.fsa"	"HEX_1_18"	196.18	196.18	10	"G"	"HEX"	"E8_PUTR-067-13_HEX_1-18"
"E8_PUTR_067_13_E08_10.fsa"	"NED_1_22"	192.27	192.27	10	"Y"	"NED"	"E8_PUTR-067-13_NED_1-22"
"E9_PUTR_077_09_E09_09.fsa"	"FAM_CT1_48"	238.81	242.83	9	"B"	"FAM"	"E9_PUTR-077-09_FAM_CT1-48_CT2-21"
"E9_PUTR_077_09_E09_09.fsa"	"FAM_CT2_21"	150.67	154.99	9	"B"	"FAM"	"E9_PUTR-077-09_FAM_CT1-48_CT2-21"
"E9_PUTR_077_09_E09_09.fsa"	"HEX_1_18"	178.49	178.49	9	"G"	"HEX"	"E9_PUTR-077-09_HEX_1-18"
"E9_PUTR_077_09_E09_09.fsa"	"NED_1_22"	192.33	202.36	9	"Y"	"NED"	"E9_PUTR-077-09_NED_1-22"
"F10_PUTR_068_06_F10_12.fsa"	"FAM_CT1_48"	226.7	240.83	12	"B"	"FAM"	"F10_PUTR-068-06_FAM_CT1-48_CT2-21"
"F10_PUTR_068_06_F10_12.fsa"	"FAM_CT2_21"	159.1	161.03	12	"B"	"FAM"	"F10_PUTR-068-06_FAM_CT1-48_CT2-21"
"F10_PUTR_068_06_F10_12.fsa"	"HEX_1_18"	172.98	190.39	12	"G"	"HEX"	"F10_PUTR-068-06_HEX_1-18"
"F10_PUTR_068_06_F10_12.fsa"	"NED_1_22"	192.31	192.31	12	"Y"	"NED"	"F10_PUTR-068-06_NED_1-22"
"F11_PUTR_068_14_F11_11.fsa"	"FAM_CT1_48"	240.84	286.76	11	"B"	"FAM"	"F11_PUTR-068-14_FAM_CT1-48_CT2-21"
"F11_PUTR_068_14_F11_11.fsa"	"FAM_CT2_21"	146.46	156.86	11	"B"	"FAM"	"F11_PUTR-068-14_FAM_CT1-48_CT2-21"
"F11_PUTR_068_14_F11_11.fsa"	"HEX_1_18"	188.15	192.21	11	"G"	"HEX"	"F11_PUTR-068-14_HEX_1-18"
"F11_PUTR_068_14_F11_11.fsa"	"NED_1_22"	194.32	204.3	11	"Y"	"NED"	"F11_PUTR-068-14_NED_1-22"
"F12_PUTR_077_14_F12_12.fsa"	"FAM_CT1_48"	242.85	242.85	12	"B"	"FAM"	"F12_PUTR-077-14_FAM_CT1-48_CT2-21"
"F12_PUTR_077_14_F12_12.fsa"	"FAM_CT2_21"	143.89	173.05	12	"B"	"FAM"	"F12_PUTR-077-14_FAM_CT1-48_CT2-21"
"F12_PUTR_077_14_F12_12.fsa"	"HEX_1_18"	180.16	180.16	12	"G"	"HEX"	"F12_PUTR-077-14_HEX_1-18"
"F12_PUTR_077_14_F12_12.fsa"	"NED_1_22"	192.28	192.28	12	"Y"	"NED"	"F12_PUTR-077-14_NED_1-22"
"F1_PUTR_063_06_F01_11.fsa"	"FAM_CT1_48"	242.91	265.04	11	"B"	"FAM"	"F1_PUTR-063-06_FAM_CT1-48_CT2-21"
"F1_PUTR_063_06_F01_11.fsa"	"FAM_CT2_21"	165.4	165.4	11	"B"	"FAM"	"F1_PUTR-063-06_FAM_CT1-48_CT2-21"
"F1_PUTR_063_06_F01_11.fsa"	"HEX_1_18"	188.62	194.36	11	"G"	"HEX"	"F1_PUTR-063-06_HEX_1-18"
"F1_PUTR_063_06_F01_11.fsa"	"NED_1_22"	196.42	210.66	11	"Y"	"NED"	"F1_PUTR-063-06_NED_1-22"
"F2_PUTR_063_14_F02_12.fsa"	"FAM_CT1_48"	243.12	247.01	12	"B"	"FAM"	"F2_PUTR-063-14_FAM_CT1-48_CT2-21"
"F2_PUTR_063_14_F02_12.fsa"	"FAM_CT2_21"	153.12	173.24	12	"B"	"FAM"	"F2_PUTR-063-14_FAM_CT1-48_CT2-21"
"F2_PUTR_063_14_F02_12.fsa"	"HEX_1_18"	180.77	195.39	12	"G"	"HEX"	"F2_PUTR-063-14_HEX_1-18"
"F2_PUTR_063_14_F02_12.fsa"	"NED_1_22"	202.24	210.72	12	"Y"	"NED"	"F2_PUTR-063-14_NED_1-22"
"F3_PUTR_077_02_F03_11.fsa"	"FAM_CT1_48"	242.8	256.78	11	"B"	"FAM"	"F3_PUTR-077-02_FAM_CT1-48_CT2-21"
"F3_PUTR_077_02_F03_11.fsa"	"FAM_CT2_21"	154.95	173.12	11	"B"	"FAM"	"F3_PUTR-077-02_FAM_CT1-48_CT2-21"
"F3_PUTR_077_02_F03_11.fsa"	"HEX_1_18"	176.28	176.28	11	"G"	"HEX"	"F3_PUTR-077-02_HEX_1-18"
"F3_PUTR_077_02_F03_11.fsa"	"NED_1_22"	192.29	204.46	11	"Y"	"NED"	"F3_PUTR-077-02_NED_1-22"
"F4_PUTR_066_06_F04_12.fsa"	"FAM_CT1_48"	238.9	238.9	12	"B"	"FAM"	"F4_PUTR-066-06_FAM_CT1-48_CT2-21"
"F4_PUTR_066_06_F04_12.fsa"	"FAM_CT2_21"	163.15	173.03	12	"B"	"FAM"	"F4_PUTR-066-06_FAM_CT1-48_CT2-21"
"F4_PUTR_066_06_F04_12.fsa"	"HEX_1_18"	172.01	184.78	12	"G"	"HEX"	"F4_PUTR-066-06_HEX_1-18"
"F4_PUTR_066_06_F04_12.fsa"	"NED_1_22"			12	"Y"	"NED"	"F4_PUTR-066-06_NED_1-22"
"F5_PUTR_066_14_F05_11.fsa"	"FAM_CT1_48"	242.54	250.77	11	"B"	"FAM"	"F5_PUTR-066-14_FAM_CT1-48_CT2-21"
"F5_PUTR_066_14_F05_11.fsa"	"FAM_CT2_21"	171.13	173.44	11	"B"	"FAM"	"F5_PUTR-066-14_FAM_CT1-48_CT2-21"
"F5_PUTR_066_14_F05_11.fsa"	"HEX_1_18"			11	"G"	"HEX"	"F5_PUTR-066-14_HEX_1-18"
"F5_PUTR_066_14_F05_11.fsa"	"NED_1_22"	192.33	206.49	11	"Y"	"NED"	"F5_PUTR-066-14_NED_1-22"
"F6_PUTR_077_06_F06_12.fsa"	"FAM_CT1_48"	242.79	248.89	12	"B"	"FAM"	"F6_PUTR-077-06_FAM_CT1-48_CT2-21"
"F6_PUTR_077_06_F06_12.fsa"	"FAM_CT2_21"	163.56	175.11	12	"B"	"FAM"	"F6_PUTR-077-06_FAM_CT1-48_CT2-21"
"F6_PUTR_077_06_F06_12.fsa"	"HEX_1_18"	180.11	180.11	12	"G"	"HEX"	"F6_PUTR-077-06_HEX_1-18"
"F6_PUTR_077_06_F06_12.fsa"	"NED_1_22"	192.37	220.71	12	"Y"	"NED"	"F6_PUTR-077-06_NED_1-22"
"F7_PUTR_067_06_F07_11.fsa"	"FAM_CT1_48"	242.82	244.82	11	"B"	"FAM"	"F7_PUTR-067-06_FAM_CT1-48_CT2-21"
"F7_PUTR_067_06_F07_11.fsa"	"FAM_CT2_21"	167.14	167.14	11	"B"	"FAM"	"F7_PUTR-067-06_FAM_CT1-48_CT2-21"
"F7_PUTR_067_06_F07_11.fsa"	"HEX_1_18"	193.35	193.35	11	"G"	"HEX"	"F7_PUTR-067-06_HEX_1-18"
"F7_PUTR_067_06_F07_11.fsa"	"NED_1_22"	192.25	204.08	11	"Y"	"NED"	"F7_PUTR-067-06_NED_1-22"
"F8_PUTR_067_14_F08_12.fsa"	"FAM_CT1_48"	242.87	258.87	12	"B"	"FAM"	"F8_PUTR-067-14_FAM_CT1-48_CT2-21"
"F8_PUTR_067_14_F08_12.fsa"	"FAM_CT2_21"	152.9	173.07	12	"B"	"FAM"	"F8_PUTR-067-14_FAM_CT1-48_CT2-21"
"F8_PUTR_067_14_F08_12.fsa"	"HEX_1_18"	194.27	196.29	12	"G"	"HEX"	"F8_PUTR-067-14_HEX_1-18"
"F8_PUTR_067_14_F08_12.fsa"	"NED_1_22"	199.77	206.39	12	"Y"	"NED"	"F8_PUTR-067-14_NED_1-22"
"F9_PUTR_077_10_F09_11.fsa"	"FAM_CT1_48"	242.78	242.78	11	"B"	"FAM"	"F9_PUTR-077-10_FAM_CT1-48_CT2-21"
"F9_PUTR_077_10_F09_11.fsa"	"FAM_CT2_21"	158.92	163.61	11	"B"	"FAM"	"F9_PUTR-077-10_FAM_CT1-48_CT2-21"
"F9_PUTR_077_10_F09_11.fsa"	"HEX_1_18"	176.36	180.47	11	"G"	"HEX"	"F9_PUTR-077-10_HEX_1-18"
"F9_PUTR_077_10_F09_11.fsa"	"NED_1_22"	202.24	208.42	11	"Y"	"NED"	"F9_PUTR-077-10_NED_1-22"
"G10_PUTR_068_07_G10_14.fsa"	"FAM_CT1_48"	246.93	246.93	14	"B"	"FAM"	"G10_PUTR-068-07_FAM_CT1-48_CT2-21"
"G10_PUTR_068_07_G10_14.fsa"	"FAM_CT2_21"	169.3	179.09	14	"B"	"FAM"	"G10_PUTR-068-07_FAM_CT1-48_CT2-21"
"G10_PUTR_068_07_G10_14.fsa"	"HEX_1_18"	171.05	172.71	14	"G"	"HEX"	"G10_PUTR-068-07_HEX_1-18"
"G10_PUTR_068_07_G10_14.fsa"	"NED_1_22"	192.39	210.52	14	"Y"	"NED"	"G10_PUTR-068-07_NED_1-22"
"G11_PUTR_068_15_G11_13.fsa"	"FAM_CT1_48"			13	"B"	"FAM"	"G11_PUTR-068-15_FAM_CT1-48_CT2-21"
"G11_PUTR_068_15_G11_13.fsa"	"FAM_CT2_21"	159.27	162.93	13	"B"	"FAM"	"G11_PUTR-068-15_FAM_CT1-48_CT2-21"
"G11_PUTR_068_15_G11_13.fsa"	"HEX_1_18"	197.92	197.92	13	"G"	"HEX"	"G11_PUTR-068-15_HEX_1-18"
"G11_PUTR_068_15_G11_13.fsa"	"NED_1_22"	192.27	206.41	13	"Y"	"NED"	"G11_PUTR-068-15_NED_1-22"
"G12_PUTR_077_15_G12_14.fsa"	"FAM_CT1_48"			14	"B"	"FAM"	"G12_PUTR-077-15_FAM_CT1-48_CT2-21"
"G12_PUTR_077_15_G12_14.fsa"	"FAM_CT2_21"			14	"B"	"FAM"	"G12_PUTR-077-15_FAM_CT1-48_CT2-21"
"G12_PUTR_077_15_G12_14.fsa"	"HEX_1_18"			14	"G"	"HEX"	"G12_PUTR-077-15_HEX_1-18"
"G12_PUTR_077_15_G12_14.fsa"	"NED_1_22"	192.35	220.75	14	"Y"	"NED"	"G12_PUTR-077-15_NED_1-22"
"G1_PUTR_063_07_G01_13.fsa"	"FAM_CT1_48"			13	"B"	"FAM"	"G1_PUTR-063-07_FAM_CT1-48_CT2-21"
"G1_PUTR_063_07_G01_13.fsa"	"FAM_CT2_21"			13	"B"	"FAM"	"G1_PUTR-063-07_FAM_CT1-48_CT2-21"
"G1_PUTR_063_07_G01_13.fsa"	"HEX_1_18"			13	"G"	"HEX"	"G1_PUTR-063-07_HEX_1-18"
"G1_PUTR_063_07_G01_13.fsa"	"NED_1_22"	192.47	196.5	13	"Y"	"NED"	"G1_PUTR-063-07_NED_1-22"
"G2_PUTR_063_15_G02_14.fsa"	"FAM_CT1_48"	240.72	243	14	"B"	"FAM"	"G2_PUTR-063-15_FAM_CT1-48_CT2-21"
"G2_PUTR_063_15_G02_14.fsa"	"FAM_CT2_21"	150.74	179.01	14	"B"	"FAM"	"G2_PUTR-063-15_FAM_CT1-48_CT2-21"
"G2_PUTR_063_15_G02_14.fsa"	"HEX_1_18"	186.55	194.28	14	"G"	"HEX"	"G2_PUTR-063-15_HEX_1-18"
"G2_PUTR_063_15_G02_14.fsa"	"NED_1_22"	192.45	204.6	14	"Y"	"NED"	"G2_PUTR-063-15_NED_1-22"
"G3_PUTR_077_03_G03_13.fsa"	"FAM_CT1_48"	242.81	248.85	13	"B"	"FAM"	"G3_PUTR-077-03_FAM_CT1-48_CT2-21"
"G3_PUTR_077_03_G03_13.fsa"	"FAM_CT2_21"	141.8	153	13	"B"	"FAM"	"G3_PUTR-077-03_FAM_CT1-48_CT2-21"
"G3_PUTR_077_03_G03_13.fsa"	"HEX_1_18"	175.13	186.37	13	"G"	"HEX"	"G3_PUTR-077-03_HEX_1-18"
"G3_PUTR_077_03_G03_13.fsa"	"NED_1_22"	192.27	192.27	13	"Y"	"NED"	"G3_PUTR-077-03_NED_1-22"
"G4_PUTR_066_07_G04_14.fsa"	"FAM_CT1_48"	242.67	250.97	14	"B"	"FAM"	"G4_PUTR-066-07_FAM_CT1-48_CT2-21"
"G4_PUTR_066_07_G04_14.fsa"	"FAM_CT2_21"	171.08	173.13	14	"B"	"FAM"	"G4_PUTR-066-07_FAM_CT1-48_CT2-21"
"G4_PUTR_066_07_G04_14.fsa"	"HEX_1_18"	182.08	186.31	14	"G"	"HEX"	"G4_PUTR-066-07_HEX_1-18"
"G4_PUTR_066_07_G04_14.fsa"	"NED_1_22"	192.31	208.5	14	"Y"	"NED"	"G4_PUTR-066-07_NED_1-22"
"G5_PUTR_066_15_G05_13.fsa"	"FAM_CT1_48"	244.88	246.79	13	"B"	"FAM"	"G5_PUTR-066-15_FAM_CT1-48_CT2-21"
"G5_PUTR_066_15_G05_13.fsa"	"FAM_CT2_21"	153.17	157.13	13	"B"	"FAM"	"G5_PUTR-066-15_FAM_CT1-48_CT2-21"
"G5_PUTR_066_15_G05_13.fsa"	"HEX_1_18"	170.61	194.18	13	"G"	"HEX"	"G5_PUTR-066-15_HEX_1-18"
"G5_PUTR_066_15_G05_13.fsa"	"NED_1_22"	192.23	208.5	13	"Y"	"NED"	"G5_PUTR-066-15_NED_1-22"
"G6_PUTR_077_07_G06_14.fsa"	"FAM_CT1_48"	249.32	249.32	14	"B"	"FAM"	"G6_PUTR-077-07_FAM_CT1-48_CT2-21"
"G6_PUTR_077_07_G06_14.fsa"	"FAM_CT2_21"	155.03	173.18	14	"B"	"FAM"	"G6_PUTR-077-07_FAM_CT1-48_CT2-21"
"G6_PUTR_077_07_G06_14.fsa"	"HEX_1_18"	176.41	178.54	14	"G"	"HEX"	"G6_PUTR-077-07_HEX_1-18"
"G6_PUTR_077_07_G06_14.fsa"	"NED_1_22"	192.39	192.39	14	"Y"	"NED"	"G6_PUTR-077-07_NED_1-22"
"G7_PUTR_067_07_G07_13.fsa"	"FAM_CT1_48"	246.86	246.86	13	"B"	"FAM"	"G7_PUTR-067-07_FAM_CT1-48_CT2-21"
"G7_PUTR_067_07_G07_13.fsa"	"FAM_CT2_21"	159.09	173.1	13	"B"	"FAM"	"G7_PUTR-067-07_FAM_CT1-48_CT2-21"
"G7_PUTR_067_07_G07_13.fsa"	"HEX_1_18"	174.91	184.42	13	"G"	"HEX"	"G7_PUTR-067-07_HEX_1-18"
"G7_PUTR_067_07_G07_13.fsa"	"NED_1_22"	192.23	199.85	13	"Y"	"NED"	"G7_PUTR-067-07_NED_1-22"
"G8_PUTR_067_15_G08_14.fsa"	"FAM_CT1_48"	242.85	246.75	14	"B"	"FAM"	"G8_PUTR-067-15_FAM_CT1-48_CT2-21"
"G8_PUTR_067_15_G08_14.fsa"	"FAM_CT2_21"	144.4	165.26	14	"B"	"FAM"	"G8_PUTR-067-15_FAM_CT1-48_CT2-21"
"G8_PUTR_067_15_G08_14.fsa"	"HEX_1_18"	178.49	178.49	14	"G"	"HEX"	"G8_PUTR-067-15_HEX_1-18"
"G8_PUTR_067_15_G08_14.fsa"	"NED_1_22"	192.37	202.38	14	"Y"	"NED"	"G8_PUTR-067-15_NED_1-22"
"G9_PUTR_077_11_G09_13.fsa"	"FAM_CT1_48"	238.91	256.95	13	"B"	"FAM"	"G9_PUTR-077-11_FAM_CT1-48_CT2-21"
"G9_PUTR_077_11_G09_13.fsa"	"FAM_CT2_21"	146.42	150.84	13	"B"	"FAM"	"G9_PUTR-077-11_FAM_CT1-48_CT2-21"
"G9_PUTR_077_11_G09_13.fsa"	"HEX_1_18"	186.41	186.41	13	"G"	"HEX"	"G9_PUTR-077-11_HEX_1-18"
"G9_PUTR_077_11_G09_13.fsa"	"NED_1_22"	192.18	192.18	13	"Y"	"NED"	"G9_PUTR-077-11_NED_1-22"
"H10_PUTR_068_08_H10_16.fsa"	"FAM_CT1_48"	227.06	240.92	16	"B"	"FAM"	"H10_PUTR-068-08_FAM_CT1-48_CT2-21"
"H10_PUTR_068_08_H10_16.fsa"	"FAM_CT2_21"	158.7	161.34	16	"B"	"FAM"	"H10_PUTR-068-08_FAM_CT1-48_CT2-21"
"H10_PUTR_068_08_H10_16.fsa"	"HEX_1_18"			16	"G"	"HEX"	"H10_PUTR-068-08_HEX_1-18"
"H10_PUTR_068_08_H10_16.fsa"	"NED_1_22"	192.39	192.39	16	"Y"	"NED"	"H10_PUTR-068-08_NED_1-22"
"H11_PUTR_068_16_H11_15.fsa"	"FAM_CT1_48"	242.91	246.95	15	"B"	"FAM"	"H11_PUTR-068-16_FAM_CT1-48_CT2-21"
"H11_PUTR_068_16_H11_15.fsa"	"FAM_CT2_21"	142.11	165.14	15	"B"	"FAM"	"H11_PUTR-068-16_FAM_CT1-48_CT2-21"
"H11_PUTR_068_16_H11_15.fsa"	"HEX_1_18"	198.23	198.23	15	"G"	"HEX"	"H11_PUTR-068-16_HEX_1-18"
"H11_PUTR_068_16_H11_15.fsa"	"NED_1_22"	192.37	202.12	15	"Y"	"NED"	"H11_PUTR-068-16_NED_1-22"
"H12_PUTR_077_16_H12_16.fsa"	"FAM_CT1_48"	246.85	246.85	16	"B"	"FAM"	"H12_PUTR-077-16_FAM_CT1-48_CT2-21"
"H12_PUTR_077_16_H12_16.fsa"	"FAM_CT2_21"	155.03	173.21	16	"B"	"FAM"	"H12_PUTR-077-16_FAM_CT1-48_CT2-21"
"H12_PUTR_077_16_H12_16.fsa"	"HEX_1_18"	188.44	188.44	16	"G"	"HEX"	"H12_PUTR-077-16_HEX_1-18"
"H12_PUTR_077_16_H12_16.fsa"	"NED_1_22"	192.35	204.45	16	"Y"	"NED"	"H12_PUTR-077-16_NED_1-22"
"H1_PUTR_063_08_H01_15.fsa"	"FAM_CT1_48"	247.02	248.9	15	"B"	"FAM"	"H1_PUTR-063-08_FAM_CT1-48_CT2-21"
"H1_PUTR_063_08_H01_15.fsa"	"FAM_CT2_21"	155.32	175.24	15	"B"	"FAM"	"H1_PUTR-063-08_FAM_CT1-48_CT2-21"
"H1_PUTR_063_08_H01_15.fsa"	"HEX_1_18"			15	"G"	"HEX"	"H1_PUTR-063-08_HEX_1-18"
"H1_PUTR_063_08_H01_15.fsa"	"NED_1_22"	192.5	206.52	15	"Y"	"NED"	"H1_PUTR-063-08_NED_1-22"
